// Validating benchmarks:
No exporters defined, results will not be persisted.
WorkloadResult  82: 4194304 op, 900427000.00 ns, 214.6785 ns/op
WorkloadResult  83: 4194304 op, 915168800.00 ns, 218.1932 ns/op
WorkloadResult  84: 4194304 op, 850755800.00 ns, 202.8360 ns/op
WorkloadResult  85: 4194304 op, 837219700.00 ns, 199.6087 ns/op
WorkloadResult  86: 4194304 op, 836811000.00 ns, 199.5113 ns/op
WorkloadResult  87: 4194304 op, 907294200.00 ns, 216.3158 ns/op
WorkloadResult  88: 4194304 op, 931617100.00 ns, 222.1148 ns/op
WorkloadResult  89: 4194304 op, 817620100.00 ns, 194.9358 ns/op
WorkloadResult  90: 4194304 op, 847372900.00 ns, 202.0294 ns/op
WorkloadResult  91: 4194304 op, 856441400.00 ns, 204.1915 ns/op
WorkloadResult  92: 4194304 op, 1035965500.00 ns, 246.9934 ns/op
WorkloadResult  93: 4194304 op, 1009003000.00 ns, 240.5651 ns/op
WorkloadResult  94: 4194304 op, 917932400.00 ns, 218.8521 ns/op
WorkloadResult  95: 4194304 op, 850913900.00 ns, 202.8737 ns/op
WorkloadResult  96: 4194304 op, 833589500.00 ns, 198.7432 ns/op
WorkloadResult  97: 4194304 op, 958022900.00 ns, 228.4105 ns/op
WorkloadResult  98: 4194304 op, 943890900.00 ns, 225.0411 ns/op
WorkloadResult  99: 4194304 op, 968192300.00 ns, 230.8350 ns/op
WorkloadResult  100: 4194304 op, 938388500.00 ns, 223.7293 ns/op


Mean = 207.837 ns, StdErr = 1.536 ns (0.74%), N = 100, StdDev = 15.359 ns
Min = 181.530 ns, Q1 = 196.689 ns, Median = 205.624 ns, Q3 = 218.968 ns, Max = 246.993 ns
IQR = 22.279 ns, LowerFence = 163.270 ns, UpperFence = 252.387 ns
ConfidenceInterval = [202.628 ns; 213.046 ns] (CI 99.9%), Margin = 5.209 ns (2.51% of Mean)
Skewness = 0.27, Kurtosis = 2.28, MValue = 2

// **************************
// Benchmark: ThirdBenchmark.Benchmark_Current: Job-UAIBHC(Toolchain=InProcessEmitToolchain) [N=1000, fill=95]
// *** Execute ***
// Launch: 1 / 1

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.1.6 (CoreCLR 4.700.20.26901, CoreFX 4.700.20.31603), X64 RyuJIT
// GC=Concurrent Workstation
// Job: Job-UAIBHC(Toolchain=InProcessEmitToolchain)

OverheadJitting  1: 1 op, 266100.00 ns, 266.1000 us/op
WorkloadJitting  1: 1 op, 225500.00 ns, 225.5000 us/op

OverheadJitting  2: 16 op, 1300700.00 ns, 81.2938 us/op
WorkloadJitting  2: 16 op, 1187500.00 ns, 74.2188 us/op

WorkloadPilot    1: 16 op, 15300.00 ns, 956.2500 ns/op
WorkloadPilot    2: 32 op, 30200.00 ns, 943.7500 ns/op
WorkloadPilot    3: 64 op, 59400.00 ns, 928.1250 ns/op
WorkloadPilot    4: 128 op, 65300.00 ns, 510.1562 ns/op
WorkloadPilot    5: 256 op, 161700.00 ns, 631.6406 ns/op
WorkloadPilot    6: 512 op, 263400.00 ns, 514.4531 ns/op
WorkloadPilot    7: 1024 op, 503300.00 ns, 491.5039 ns/op
WorkloadPilot    8: 2048 op, 1336400.00 ns, 652.5391 ns/op
WorkloadPilot    9: 4096 op, 3436400.00 ns, 838.9648 ns/op
WorkloadPilot   10: 8192 op, 4400000.00 ns, 537.1094 ns/op
WorkloadPilot   11: 16384 op, 10643800.00 ns, 649.6460 ns/op
WorkloadPilot   12: 32768 op, 18760800.00 ns, 572.5342 ns/op
WorkloadPilot   13: 65536 op, 41597000.00 ns, 634.7198 ns/op
WorkloadPilot   14: 131072 op, 80629600.00 ns, 615.1550 ns/op
WorkloadPilot   15: 262144 op, 182535000.00 ns, 696.3158 ns/op
WorkloadPilot   16: 524288 op, 329014400.00 ns, 627.5452 ns/op
WorkloadPilot   17: 1048576 op, 616498300.00 ns, 587.9386 ns/op

OverheadWarmup   1: 1048576 op, 5142100.00 ns, 4.9039 ns/op
OverheadWarmup   2: 1048576 op, 4814300.00 ns, 4.5913 ns/op
OverheadWarmup   3: 1048576 op, 5235400.00 ns, 4.9929 ns/op
OverheadWarmup   4: 1048576 op, 5181600.00 ns, 4.9416 ns/op
OverheadWarmup   5: 1048576 op, 5142900.00 ns, 4.9047 ns/op
OverheadWarmup   6: 1048576 op, 5397600.00 ns, 5.1476 ns/op
OverheadWarmup   7: 1048576 op, 5124300.00 ns, 4.8869 ns/op

OverheadActual   1: 1048576 op, 4800700.00 ns, 4.5783 ns/op
OverheadActual   2: 1048576 op, 4562100.00 ns, 4.3508 ns/op
OverheadActual   3: 1048576 op, 5187700.00 ns, 4.9474 ns/op
OverheadActual   4: 1048576 op, 5218400.00 ns, 4.9767 ns/op
OverheadActual   5: 1048576 op, 5092100.00 ns, 4.8562 ns/op
OverheadActual   6: 1048576 op, 4808800.00 ns, 4.5860 ns/op
OverheadActual   7: 1048576 op, 4912900.00 ns, 4.6853 ns/op
OverheadActual   8: 1048576 op, 5177400.00 ns, 4.9376 ns/op
OverheadActual   9: 1048576 op, 4689100.00 ns, 4.4719 ns/op
OverheadActual  10: 1048576 op, 4984000.00 ns, 4.7531 ns/op
OverheadActual  11: 1048576 op, 4885000.00 ns, 4.6587 ns/op
OverheadActual  12: 1048576 op, 6658700.00 ns, 6.3502 ns/op
OverheadActual  13: 1048576 op, 5183500.00 ns, 4.9434 ns/op
OverheadActual  14: 1048576 op, 5540300.00 ns, 5.2836 ns/op
OverheadActual  15: 1048576 op, 5232800.00 ns, 4.9904 ns/op
OverheadActual  16: 1048576 op, 5294900.00 ns, 5.0496 ns/op
OverheadActual  17: 1048576 op, 4659700.00 ns, 4.4438 ns/op
OverheadActual  18: 1048576 op, 5262300.00 ns, 5.0185 ns/op
OverheadActual  19: 1048576 op, 5236500.00 ns, 4.9939 ns/op

WorkloadWarmup   1: 1048576 op, 768242000.00 ns, 732.6527 ns/op
WorkloadWarmup   2: 1048576 op, 669372900.00 ns, 638.3637 ns/op
WorkloadWarmup   3: 1048576 op, 650022000.00 ns, 619.9093 ns/op
WorkloadWarmup   4: 1048576 op, 600799500.00 ns, 572.9671 ns/op
WorkloadWarmup   5: 1048576 op, 653976100.00 ns, 623.6802 ns/op
WorkloadWarmup   6: 1048576 op, 618932000.00 ns, 590.2596 ns/op
WorkloadWarmup   7: 1048576 op, 610228100.00 ns, 581.9589 ns/op
WorkloadWarmup   8: 1048576 op, 658665500.00 ns, 628.1524 ns/op
WorkloadWarmup   9: 1048576 op, 642352600.00 ns, 612.5952 ns/op

WorkloadActual   1: 1048576 op, 638430600.00 ns, 608.8549 ns/op
WorkloadActual   2: 1048576 op, 620604300.00 ns, 591.8544 ns/op
WorkloadActual   3: 1048576 op, 645698600.00 ns, 615.7862 ns/op
WorkloadActual   4: 1048576 op, 625242400.00 ns, 596.2776 ns/op
WorkloadActual   5: 1048576 op, 600560000.00 ns, 572.7386 ns/op
WorkloadActual   6: 1048576 op, 629775600.00 ns, 600.6008 ns/op
WorkloadActual   7: 1048576 op, 601030800.00 ns, 573.1876 ns/op
WorkloadActual   8: 1048576 op, 623516400.00 ns, 594.6316 ns/op
WorkloadActual   9: 1048576 op, 606045100.00 ns, 577.9696 ns/op
WorkloadActual  10: 1048576 op, 638459300.00 ns, 608.8822 ns/op
WorkloadActual  11: 1048576 op, 612140000.00 ns, 583.7822 ns/op
WorkloadActual  12: 1048576 op, 613245800.00 ns, 584.8368 ns/op
WorkloadActual  13: 1048576 op, 589843400.00 ns, 562.5185 ns/op
WorkloadActual  14: 1048576 op, 601724700.00 ns, 573.8494 ns/op
WorkloadActual  15: 1048576 op, 608393900.00 ns, 580.2096 ns/op
WorkloadActual  16: 1048576 op, 566713000.00 ns, 540.4596 ns/op
WorkloadActual  17: 1048576 op, 568992800.00 ns, 542.6338 ns/op
WorkloadActual  18: 1048576 op, 588170400.00 ns, 560.9230 ns/op
WorkloadActual  19: 1048576 op, 586441300.00 ns, 559.2740 ns/op
WorkloadActual  20: 1048576 op, 582268400.00 ns, 555.2944 ns/op
WorkloadActual  21: 1048576 op, 564173400.00 ns, 538.0377 ns/op
WorkloadActual  22: 1048576 op, 583570600.00 ns, 556.5363 ns/op
WorkloadActual  23: 1048576 op, 565838500.00 ns, 539.6256 ns/op
WorkloadActual  24: 1048576 op, 576122100.00 ns, 549.4328 ns/op
WorkloadActual  25: 1048576 op, 573011500.00 ns, 546.4664 ns/op
WorkloadActual  26: 1048576 op, 569943200.00 ns, 543.5402 ns/op
WorkloadActual  27: 1048576 op, 572415700.00 ns, 545.8982 ns/op
WorkloadActual  28: 1048576 op, 571198700.00 ns, 544.7375 ns/op
WorkloadActual  29: 1048576 op, 589137500.00 ns, 561.8453 ns/op
WorkloadActual  30: 1048576 op, 566799100.00 ns, 540.5417 ns/op
WorkloadActual  31: 1048576 op, 574297800.00 ns, 547.6931 ns/op
WorkloadActual  32: 1048576 op, 563884000.00 ns, 537.7617 ns/op
WorkloadActual  33: 1048576 op, 567461400.00 ns, 541.1734 ns/op
WorkloadActual  34: 1048576 op, 563636800.00 ns, 537.5259 ns/op
WorkloadActual  35: 1048576 op, 577157800.00 ns, 550.4206 ns/op
WorkloadActual  36: 1048576 op, 573949300.00 ns, 547.3607 ns/op
WorkloadActual  37: 1048576 op, 583459500.00 ns, 556.4303 ns/op
WorkloadActual  38: 1048576 op, 569587900.00 ns, 543.2014 ns/op
WorkloadActual  39: 1048576 op, 560485500.00 ns, 534.5206 ns/op
WorkloadActual  40: 1048576 op, 566655200.00 ns, 540.4045 ns/op
WorkloadActual  41: 1048576 op, 570898000.00 ns, 544.4508 ns/op
WorkloadActual  42: 1048576 op, 580729900.00 ns, 553.8272 ns/op
WorkloadActual  43: 1048576 op, 592683200.00 ns, 565.2267 ns/op
WorkloadActual  44: 1048576 op, 611356700.00 ns, 583.0352 ns/op
WorkloadActual  45: 1048576 op, 597781400.00 ns, 570.0888 ns/op
WorkloadActual  46: 1048576 op, 581652200.00 ns, 554.7068 ns/op
WorkloadActual  47: 1048576 op, 569699000.00 ns, 543.3073 ns/op
WorkloadActual  48: 1048576 op, 564561900.00 ns, 538.4082 ns/op
WorkloadActual  49: 1048576 op, 566890000.00 ns, 540.6284 ns/op

WorkloadResult   1: 1048576 op, 633253200.00 ns, 603.9173 ns/op
WorkloadResult   2: 1048576 op, 615426900.00 ns, 586.9168 ns/op
WorkloadResult   3: 1048576 op, 640521200.00 ns, 610.8486 ns/op
WorkloadResult   4: 1048576 op, 620065000.00 ns, 591.3401 ns/op
WorkloadResult   5: 1048576 op, 595382600.00 ns, 567.8011 ns/op
WorkloadResult   6: 1048576 op, 624598200.00 ns, 595.6633 ns/op
WorkloadResult   7: 1048576 op, 595853400.00 ns, 568.2501 ns/op
WorkloadResult   8: 1048576 op, 618339000.00 ns, 589.6940 ns/op
WorkloadResult   9: 1048576 op, 600867700.00 ns, 573.0321 ns/op
WorkloadResult  10: 1048576 op, 633281900.00 ns, 603.9447 ns/op
WorkloadResult  11: 1048576 op, 606962600.00 ns, 578.8446 ns/op
WorkloadResult  12: 1048576 op, 608068400.00 ns, 579.8992 ns/op
WorkloadResult  13: 1048576 op, 584666000.00 ns, 557.5809 ns/op
WorkloadResult  14: 1048576 op, 596547300.00 ns, 568.9118 ns/op
WorkloadResult  15: 1048576 op, 603216500.00 ns, 575.2721 ns/op
WorkloadResult  16: 1048576 op, 561535600.00 ns, 535.5221 ns/op
WorkloadResult  17: 1048576 op, 563815400.00 ns, 537.6963 ns/op
WorkloadResult  18: 1048576 op, 582993000.00 ns, 555.9855 ns/op
WorkloadResult  19: 1048576 op, 581263900.00 ns, 554.3365 ns/op
WorkloadResult  20: 1048576 op, 577091000.00 ns, 550.3569 ns/op
WorkloadResult  21: 1048576 op, 558996000.00 ns, 533.1001 ns/op
WorkloadResult  22: 1048576 op, 578393200.00 ns, 551.5987 ns/op
WorkloadResult  23: 1048576 op, 560661100.00 ns, 534.6881 ns/op
WorkloadResult  24: 1048576 op, 570944700.00 ns, 544.4953 ns/op
WorkloadResult  25: 1048576 op, 567834100.00 ns, 541.5288 ns/op
WorkloadResult  26: 1048576 op, 564765800.00 ns, 538.6026 ns/op
WorkloadResult  27: 1048576 op, 567238300.00 ns, 540.9606 ns/op
WorkloadResult  28: 1048576 op, 566021300.00 ns, 539.8000 ns/op
WorkloadResult  29: 1048576 op, 583960100.00 ns, 556.9077 ns/op
WorkloadResult  30: 1048576 op, 561621700.00 ns, 535.6042 ns/op
WorkloadResult  31: 1048576 op, 569120400.00 ns, 542.7555 ns/op
WorkloadResult  32: 1048576 op, 558706600.00 ns, 532.8241 ns/op
WorkloadResult  33: 1048576 op, 562284000.00 ns, 536.2358 ns/op
WorkloadResult  34: 1048576 op, 558459400.00 ns, 532.5884 ns/op
WorkloadResult  35: 1048576 op, 571980400.00 ns, 545.4830 ns/op
WorkloadResult  36: 1048576 op, 568771900.00 ns, 542.4232 ns/op
WorkloadResult  37: 1048576 op, 578282100.00 ns, 551.4928 ns/op
WorkloadResult  38: 1048576 op, 564410500.00 ns, 538.2638 ns/op
WorkloadResult  39: 1048576 op, 555308100.00 ns, 529.5831 ns/op
WorkloadResult  40: 1048576 op, 561477800.00 ns, 535.4670 ns/op
WorkloadResult  41: 1048576 op, 565720600.00 ns, 539.5132 ns/op
WorkloadResult  42: 1048576 op, 575552500.00 ns, 548.8896 ns/op
WorkloadResult  43: 1048576 op, 587505800.00 ns, 560.2892 ns/op
WorkloadResult  44: 1048576 op, 606179300.00 ns, 578.0976 ns/op
WorkloadResult  45: 1048576 op, 592604000.00 ns, 565.1512 ns/op
WorkloadResult  46: 1048576 op, 576474800.00 ns, 549.7692 ns/op
WorkloadResult  47: 1048576 op, 564521600.00 ns, 538.3698 ns/op
WorkloadResult  48: 1048576 op, 559384500.00 ns, 533.4706 ns/op
WorkloadResult  49: 1048576 op, 561712600.00 ns, 535.6909 ns/op


Mean = 555.907 ns, StdErr = 3.171 ns (0.57%), N = 49, StdDev = 22.197 ns
Min = 529.583 ns, Q1 = 538.264 ns, Median = 549.769 ns, Q3 = 568.912 ns, Max = 610.849 ns
IQR = 30.648 ns, LowerFence = 492.292 ns, UpperFence = 614.884 ns
ConfidenceInterval = [544.793 ns; 567.022 ns] (CI 99.9%), Margin = 11.114 ns (2.00% of Mean)
Skewness = 0.85, Kurtosis = 2.57, MValue = 2

// **************************
// Benchmark: ThirdBenchmark.Benchmark_Current: Job-UAIBHC(Toolchain=InProcessEmitToolchain) [N=20000, fill=95]
// *** Execute ***
// Launch: 1 / 1

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.1.6 (CoreCLR 4.700.20.26901, CoreFX 4.700.20.31603), X64 RyuJIT
// GC=Concurrent Workstation
// Job: Job-UAIBHC(Toolchain=InProcessEmitToolchain)

OverheadJitting  1: 1 op, 393500.00 ns, 393.5000 us/op
WorkloadJitting  1: 1 op, 306600.00 ns, 306.6000 us/op

OverheadJitting  2: 16 op, 991200.00 ns, 61.9500 us/op
WorkloadJitting  2: 16 op, 882200.00 ns, 55.1375 us/op

WorkloadPilot    1: 16 op, 214300.00 ns, 13.3938 us/op
WorkloadPilot    2: 32 op, 291900.00 ns, 9.1219 us/op
WorkloadPilot    3: 64 op, 503900.00 ns, 7.8734 us/op
WorkloadPilot    4: 128 op, 1620200.00 ns, 12.6578 us/op
WorkloadPilot    5: 256 op, 3401600.00 ns, 13.2875 us/op
WorkloadPilot    6: 512 op, 4727900.00 ns, 9.2342 us/op
WorkloadPilot    7: 1024 op, 16027000.00 ns, 15.6514 us/op
WorkloadPilot    8: 2048 op, 19028900.00 ns, 9.2915 us/op
WorkloadPilot    9: 4096 op, 37956200.00 ns, 9.2667 us/op
WorkloadPilot   10: 8192 op, 79637000.00 ns, 9.7213 us/op
WorkloadPilot   11: 16384 op, 142276200.00 ns, 8.6839 us/op
WorkloadPilot   12: 32768 op, 289022500.00 ns, 8.8203 us/op
WorkloadPilot   13: 65536 op, 574905500.00 ns, 8.7724 us/op

OverheadWarmup   1: 65536 op, 325500.00 ns, 4.9667 ns/op
OverheadWarmup   2: 65536 op, 275300.00 ns, 4.2007 ns/op
OverheadWarmup   3: 65536 op, 305600.00 ns, 4.6631 ns/op
OverheadWarmup   4: 65536 op, 382900.00 ns, 5.8426 ns/op
OverheadWarmup   5: 65536 op, 321300.00 ns, 4.9026 ns/op
OverheadWarmup   6: 65536 op, 274300.00 ns, 4.1855 ns/op
OverheadWarmup   7: 65536 op, 276200.00 ns, 4.2145 ns/op
OverheadWarmup   8: 65536 op, 275300.00 ns, 4.2007 ns/op

OverheadActual   1: 65536 op, 332700.00 ns, 5.0766 ns/op
OverheadActual   2: 65536 op, 275200.00 ns, 4.1992 ns/op
OverheadActual   3: 65536 op, 274000.00 ns, 4.1809 ns/op
OverheadActual   4: 65536 op, 308900.00 ns, 4.7134 ns/op
OverheadActual   5: 65536 op, 391200.00 ns, 5.9692 ns/op
OverheadActual   6: 65536 op, 309600.00 ns, 4.7241 ns/op
OverheadActual   7: 65536 op, 275300.00 ns, 4.2007 ns/op
OverheadActual   8: 65536 op, 274200.00 ns, 4.1840 ns/op
OverheadActual   9: 65536 op, 381200.00 ns, 5.8167 ns/op
OverheadActual  10: 65536 op, 334300.00 ns, 5.1010 ns/op
OverheadActual  11: 65536 op, 340500.00 ns, 5.1956 ns/op
OverheadActual  12: 65536 op, 275200.00 ns, 4.1992 ns/op
OverheadActual  13: 65536 op, 294400.00 ns, 4.4922 ns/op
OverheadActual  14: 65536 op, 275400.00 ns, 4.2023 ns/op
OverheadActual  15: 65536 op, 275300.00 ns, 4.2007 ns/op
OverheadActual  16: 65536 op, 275300.00 ns, 4.2007 ns/op
OverheadActual  17: 65536 op, 443000.00 ns, 6.7596 ns/op
OverheadActual  18: 65536 op, 308600.00 ns, 4.7089 ns/op
OverheadActual  19: 65536 op, 275400.00 ns, 4.2023 ns/op
OverheadActual  20: 65536 op, 364900.00 ns, 5.5679 ns/op

WorkloadWarmup   1: 65536 op, 587235000.00 ns, 8.9605 us/op
WorkloadWarmup   2: 65536 op, 578248400.00 ns, 8.8234 us/op
WorkloadWarmup   3: 65536 op, 574104800.00 ns, 8.7601 us/op
WorkloadWarmup   4: 65536 op, 564114800.00 ns, 8.6077 us/op
WorkloadWarmup   5: 65536 op, 579761700.00 ns, 8.8465 us/op
WorkloadWarmup   6: 65536 op, 565778000.00 ns, 8.6331 us/op
WorkloadWarmup   7: 65536 op, 582431700.00 ns, 8.8872 us/op
WorkloadWarmup   8: 65536 op, 567216700.00 ns, 8.6550 us/op

WorkloadActual   1: 65536 op, 573441500.00 ns, 8.7500 us/op
WorkloadActual   2: 65536 op, 565360400.00 ns, 8.6267 us/op
WorkloadActual   3: 65536 op, 574593700.00 ns, 8.7676 us/op
WorkloadActual   4: 65536 op, 577443300.00 ns, 8.8111 us/op
WorkloadActual   5: 65536 op, 564207400.00 ns, 8.6091 us/op
WorkloadActual   6: 65536 op, 575618300.00 ns, 8.7832 us/op
WorkloadActual   7: 65536 op, 569127500.00 ns, 8.6842 us/op
WorkloadActual   8: 65536 op, 571593500.00 ns, 8.7218 us/op
WorkloadActual   9: 65536 op, 569365000.00 ns, 8.6878 us/op
WorkloadActual  10: 65536 op, 793797000.00 ns, 12.1124 us/op
WorkloadActual  11: 65536 op, 798365500.00 ns, 12.1821 us/op
WorkloadActual  12: 65536 op, 817813000.00 ns, 12.4788 us/op
WorkloadActual  13: 65536 op, 619872700.00 ns, 9.4585 us/op
WorkloadActual  14: 65536 op, 1075674700.00 ns, 16.4135 us/op
WorkloadActual  15: 65536 op, 612797200.00 ns, 9.3505 us/op
WorkloadActual  16: 65536 op, 788176000.00 ns, 12.0266 us/op
WorkloadActual  17: 65536 op, 749481900.00 ns, 11.4362 us/op
WorkloadActual  18: 65536 op, 668127300.00 ns, 10.1948 us/op
WorkloadActual  19: 65536 op, 646171800.00 ns, 9.8598 us/op
WorkloadActual  20: 65536 op, 628337800.00 ns, 9.5877 us/op
WorkloadActual  21: 65536 op, 663836400.00 ns, 10.1293 us/op
WorkloadActual  22: 65536 op, 596876700.00 ns, 9.1076 us/op
WorkloadActual  23: 65536 op, 628920800.00 ns, 9.5966 us/op
WorkloadActual  24: 65536 op, 586783500.00 ns, 8.9536 us/op
WorkloadActual  25: 65536 op, 594367300.00 ns, 9.0693 us/op
WorkloadActual  26: 65536 op, 581670800.00 ns, 8.8756 us/op
WorkloadActual  27: 65536 op, 555824600.00 ns, 8.4812 us/op
WorkloadActual  28: 65536 op, 576291400.00 ns, 8.7935 us/op
WorkloadActual  29: 65536 op, 567041400.00 ns, 8.6524 us/op
WorkloadActual  30: 65536 op, 559307100.00 ns, 8.5343 us/op
WorkloadActual  31: 65536 op, 551538700.00 ns, 8.4158 us/op
WorkloadActual  32: 65536 op, 588571300.00 ns, 8.9809 us/op
WorkloadActual  33: 65536 op, 554926200.00 ns, 8.4675 us/op
WorkloadActual  34: 65536 op, 616300000.00 ns, 9.4040 us/op
WorkloadActual  35: 65536 op, 576292000.00 ns, 8.7935 us/op
WorkloadActual  36: 65536 op, 596482200.00 ns, 9.1016 us/op
WorkloadActual  37: 65536 op, 614054000.00 ns, 9.3697 us/op
WorkloadActual  38: 65536 op, 588526700.00 ns, 8.9802 us/op
WorkloadActual  39: 65536 op, 614699700.00 ns, 9.3796 us/op
WorkloadActual  40: 65536 op, 647295100.00 ns, 9.8769 us/op
WorkloadActual  41: 65536 op, 1042865900.00 ns, 15.9129 us/op
WorkloadActual  42: 65536 op, 961820800.00 ns, 14.6762 us/op
WorkloadActual  43: 65536 op, 678168300.00 ns, 10.3480 us/op
WorkloadActual  44: 65536 op, 629515800.00 ns, 9.6056 us/op
WorkloadActual  45: 65536 op, 688675900.00 ns, 10.5084 us/op
WorkloadActual  46: 65536 op, 603194700.00 ns, 9.2040 us/op
WorkloadActual  47: 65536 op, 568663000.00 ns, 8.6771 us/op
WorkloadActual  48: 65536 op, 595977400.00 ns, 9.0939 us/op
WorkloadActual  49: 65536 op, 570129400.00 ns, 8.6995 us/op
WorkloadActual  50: 65536 op, 572132900.00 ns, 8.7301 us/op
WorkloadActual  51: 65536 op, 555062600.00 ns, 8.4696 us/op
WorkloadActual  52: 65536 op, 565510100.00 ns, 8.6290 us/op
WorkloadActual  53: 65536 op, 546950900.00 ns, 8.3458 us/op
WorkloadActual  54: 65536 op, 552289200.00 ns, 8.4273 us/op
WorkloadActual  55: 65536 op, 547533400.00 ns, 8.3547 us/op
WorkloadActual  56: 65536 op, 571376600.00 ns, 8.7185 us/op
WorkloadActual  57: 65536 op, 593389000.00 ns, 9.0544 us/op
WorkloadActual  58: 65536 op, 558808900.00 ns, 8.5267 us/op
WorkloadActual  59: 65536 op, 557813300.00 ns, 8.5116 us/op
WorkloadActual  60: 65536 op, 549838000.00 ns, 8.3899 us/op
WorkloadActual  61: 65536 op, 558201200.00 ns, 8.5175 us/op
WorkloadActual  62: 65536 op, 547277500.00 ns, 8.3508 us/op
WorkloadActual  63: 65536 op, 600514900.00 ns, 9.1631 us/op
WorkloadActual  64: 65536 op, 575793200.00 ns, 8.7859 us/op
WorkloadActual  65: 65536 op, 557555200.00 ns, 8.5076 us/op
WorkloadActual  66: 65536 op, 552497100.00 ns, 8.4304 us/op
WorkloadActual  67: 65536 op, 563989600.00 ns, 8.6058 us/op
WorkloadActual  68: 65536 op, 557129700.00 ns, 8.5011 us/op
WorkloadActual  69: 65536 op, 555726800.00 ns, 8.4797 us/op
WorkloadActual  70: 65536 op, 551358900.00 ns, 8.4131 us/op
WorkloadActual  71: 65536 op, 557726000.00 ns, 8.5102 us/op
WorkloadActual  72: 65536 op, 565664100.00 ns, 8.6313 us/op
WorkloadActual  73: 65536 op, 557406300.00 ns, 8.5053 us/op
WorkloadActual  74: 65536 op, 564869100.00 ns, 8.6192 us/op
WorkloadActual  75: 65536 op, 561468500.00 ns, 8.5673 us/op
WorkloadActual  76: 65536 op, 556605400.00 ns, 8.4931 us/op
WorkloadActual  77: 65536 op, 560324600.00 ns, 8.5499 us/op
WorkloadActual  78: 65536 op, 563175000.00 ns, 8.5934 us/op
WorkloadActual  79: 65536 op, 551992400.00 ns, 8.4227 us/op
WorkloadActual  80: 65536 op, 553983300.00 ns, 8.4531 us/op
WorkloadActual  81: 65536 op, 549756000.00 ns, 8.3886 us/op
WorkloadActual  82: 65536 op, 554729600.00 ns, 8.4645 us/op
WorkloadActual  83: 65536 op, 551382700.00 ns, 8.4134 us/op
WorkloadActual  84: 65536 op, 565032400.00 ns, 8.6217 us/op
WorkloadActual  85: 65536 op, 554361400.00 ns, 8.4589 us/op
WorkloadActual  86: 65536 op, 553595500.00 ns, 8.4472 us/op
WorkloadActual  87: 65536 op, 549542900.00 ns, 8.3854 us/op
WorkloadActual  88: 65536 op, 553156600.00 ns, 8.4405 us/op
WorkloadActual  89: 65536 op, 558428000.00 ns, 8.5209 us/op

WorkloadResult   1: 65536 op, 573140000.00 ns, 8.7454 us/op
WorkloadResult   2: 65536 op, 565058900.00 ns, 8.6221 us/op
WorkloadResult   3: 65536 op, 574292200.00 ns, 8.7630 us/op
WorkloadResult   4: 65536 op, 577141800.00 ns, 8.8065 us/op
WorkloadResult   5: 65536 op, 563905900.00 ns, 8.6045 us/op
WorkloadResult   6: 65536 op, 575316800.00 ns, 8.7786 us/op
WorkloadResult   7: 65536 op, 568826000.00 ns, 8.6796 us/op
WorkloadResult   8: 65536 op, 571292000.00 ns, 8.7172 us/op
WorkloadResult   9: 65536 op, 569063500.00 ns, 8.6832 us/op
WorkloadResult  10: 65536 op, 619571200.00 ns, 9.4539 us/op
WorkloadResult  11: 65536 op, 612495700.00 ns, 9.3459 us/op
WorkloadResult  12: 65536 op, 667825800.00 ns, 10.1902 us/op
WorkloadResult  13: 65536 op, 645870300.00 ns, 9.8552 us/op
WorkloadResult  14: 65536 op, 628036300.00 ns, 9.5831 us/op
WorkloadResult  15: 65536 op, 663534900.00 ns, 10.1247 us/op
WorkloadResult  16: 65536 op, 596575200.00 ns, 9.1030 us/op
WorkloadResult  17: 65536 op, 628619300.00 ns, 9.5920 us/op
WorkloadResult  18: 65536 op, 586482000.00 ns, 8.9490 us/op
WorkloadResult  19: 65536 op, 594065800.00 ns, 9.0647 us/op
WorkloadResult  20: 65536 op, 581369300.00 ns, 8.8710 us/op
WorkloadResult  21: 65536 op, 555523100.00 ns, 8.4766 us/op
WorkloadResult  22: 65536 op, 575989900.00 ns, 8.7889 us/op
WorkloadResult  23: 65536 op, 566739900.00 ns, 8.6478 us/op
WorkloadResult  24: 65536 op, 559005600.00 ns, 8.5297 us/op
WorkloadResult  25: 65536 op, 551237200.00 ns, 8.4112 us/op
WorkloadResult  26: 65536 op, 588269800.00 ns, 8.9763 us/op
WorkloadResult  27: 65536 op, 554624700.00 ns, 8.4629 us/op
WorkloadResult  28: 65536 op, 615998500.00 ns, 9.3994 us/op
WorkloadResult  29: 65536 op, 575990500.00 ns, 8.7889 us/op
WorkloadResult  30: 65536 op, 596180700.00 ns, 9.0970 us/op
WorkloadResult  31: 65536 op, 613752500.00 ns, 9.3651 us/op
WorkloadResult  32: 65536 op, 588225200.00 ns, 8.9756 us/op
WorkloadResult  33: 65536 op, 614398200.00 ns, 9.3750 us/op
WorkloadResult  34: 65536 op, 646993600.00 ns, 9.8723 us/op
WorkloadResult  35: 65536 op, 629214300.00 ns, 9.6010 us/op
WorkloadResult  36: 65536 op, 602893200.00 ns, 9.1994 us/op
WorkloadResult  37: 65536 op, 568361500.00 ns, 8.6725 us/op
WorkloadResult  38: 65536 op, 595675900.00 ns, 9.0893 us/op
